"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7289420721721","79.6860877761638","79.5938193241404","79.4009786110451","79.2021989744462","79.0296213790504","78.8900366303646","78.7244177976068","78.5477447927184","78.3553028182837","78.1801779507492","78.0609202881134","77.9581173253352","77.8519863237249","77.7439752239085","77.664298511288","77.5169274606676","77.3599027513956","77.2158496625985","76.862007963444","76.3067689934346","76.3807938734037","76.2649255752571","76.2163336623768","76.1020353471968","76.1825293465342","76.1349771780962","76.015700191498","75.6318218648695","75.5030670218269","74.5025946012589","74.8784780712879",
"Afghanistan","AFG","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5370025634766","79.4909973144531","79.431999206543","79.3259963989258","79.1809997558594","78.9850006103516","78.9830017089844","79.0090026855469","79.0500030517578","79.0859985351563","79.109001159668","78.9970016479492","78.8730010986328","78.7539978027344","78.6559982299805","78.5759963989258","78.6070022583008","78.6809997558594","78.7269973754883","78.6900024414063","78.5709991455078","78.2570037841797","77.8960037231445","77.0459976196289","76.1630020141602","75.2529983520508","74.3130035400391","73.3560028076172","73.1800003051758","73.0169982910156","66.6890029907227","",
"Africa Western and Central","AFW","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4524008348907","72.4303120090627","72.3695363555181","72.2434933635599","72.0563301708141","71.8413033281947","71.7550531511491","71.6342372558234","71.4935940399005","71.3145131922999","71.1297254163277","71.0758453777261","71.0050362387865","70.9340131967038","70.8926594313594","70.8086478138957","70.8046853108067","70.6924516738786","70.5042350049404","70.2936663194775","70.0620624545457","69.8721162581163","68.3903238008329","66.851091705573","66.9946921373919","67.3162901192941","67.8950572454398","68.1258967385279","68.6804292200071","69.1549314039845","68.5612514343094","68.6745110344738",
"Angola","AGO","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3740005493164","79.4550018310547","79.4940032958984","79.5009994506836","79.4739990234375","79.4079971313477","79.4189987182617","79.3880004882813","79.3219985961914","79.2300033569336","79.1190032958984","79.1070022583008","79.0650024414063","79.0029983520508","78.9359970092773","78.8789978027344","78.9250030517578","78.9570007324219","78.9800033569336","78.9929962158203","78.9929962158203","79.911003112793","79.947998046875","79.9540023803711","79.931999206543","79.879997253418","79.8369979858398","79.7610015869141","79.6510009765625","79.5090026855469","78.7529983520508","78.6449966430664",
"Albania","ALB","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.463996887207","74.8440017700195","75.4079971313477","74.7149963378906","74.1240005493164","73.2259979248047","72.6220016479492","73.4260025024414","72.8280029296875","71.9980010986328","71.5400009155273","70.9889984130859","70.6969985961914","69.1679992675781","67.6080017089844","66.0189971923828","64.4079971313477","62.7770004272461","61.1279983520508","64.3030014038086","63.798999786377","67.5120010375977","65.2539978027344","61.2680015563965","63.1069984436035","64.0800018310547","64.9130020141602","66.5719985961914","67.3730010986328","67.859001159668","64.1289978027344","66.0739974975586",
"Andorra","AND","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.664700325015","74.614737147698","74.6037434842099","75.0763553758243","75.0091130035497","74.6217182330297","74.2435315353514","73.9172322687693","73.4832075869126","73.7493120805697","73.1308687460993","72.2118640299439","71.6355959318523","71.7605409391346","71.8974952024746","71.9878175606042","72.0234274236503","71.8791385070409","71.9961248168244","71.8814192064131","72.6373448226484","72.535548927879","72.4445765083281","72.5968086186998","72.0284492445446","71.6349132103726","71.3740793788348","70.6429894315376","70.766973744308","71.0131845965878","69.5104871652455","69.8796869392511",
"United Arab Emirates","ARE","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7919998168945","88.9779968261719","89.3079986572266","89.8929977416992","90.4189987182617","90.9820022583008","90.9309997558594","90.1800003051758","89.6050033569336","89.2580032348633","89.1660003662109","89.3830032348633","89.8649978637695","90.556999206543","91.4120025634766","91.6589965820313","90.5699996948242","89.177001953125","88.3769989013672","88.3580017089844","88.9759979248047","89.7979965209961","90.4100036621094","90.8420028686523","91.1419982910156","91.3730010986328","91.6549987792969","91.7600021362305","92.4749984741211","91.8949966430664","90.0469970703125","92.0230026245117",
"Argentina","ARG","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1959991455078","74.5459976196289","74.7939987182617","75.0299987792969","75.1480026245117","74.8450012207031","74.9810028076172","75.2460021972656","75.3190002441406","75.0449981689453","74.9049987792969","74.5709991455078","73.8659973144531","74.2389984130859","74.5989990234375","74.6139984130859","74.5230026245117","73.9929962158203","73.4540023803711","73.3960037231445","73.3219985961914","73.9820022583008","73.265998840332","72.8659973144531","72.0230026245117","71.4970016479492","70.9700012207031","70.4400024414063","70.5009994506836","71.0120010375977","65.9489974975586","70.8730010986328",
